TA, Crossing, Gate number, Time
Khushdev Pandit, ENTER, 3, 11:36:16
Shambhavi Sharma, EXIT, 5, 11:36:28
Thakkar Divyakumar Rameshbhai, ENTER, 5, 11:36:35
Ankita Mahato, EXIT, 5, 11:36:37
Khushdev Pandit, EXIT, 1, 11:36:50
Karan Baboota, EXIT, 3, 11:36:53
Thanmayee Matha, ENTER, 5, 11:36:59
Karan Baboota, ENTER, 1, 11:37:00
Rohan Dhar, EXIT, 3, 11:37:02
Bhavya Jain, ENTER, 1, 11:37:15
Khushdev Pandit, ENTER, 1, 11:37:27
Khushdev Pandit, EXIT, 5, 11:37:32
Khushdev Pandit, ENTER, 1, 11:37:55
Khushdev Pandit, EXIT, 5, 11:38:00
Vibhor Agarwal, ENTER, 3, 11:38:12
Khushdev Pandit, ENTER, 3, 11:38:26
Karan Baboota, EXIT, 1, 11:38:31
Thanmayee Matha, EXIT, 5, 11:38:34
Khushdev Pandit, EXIT, 5, 11:38:45
Vamshi Krishna Vannekala, EXIT, 5, 11:38:47
Aditya Raj Singh, EXIT, 1, 11:38:50
Khushdev Pandit, ENTER, 3, 11:38:51
Karan Baboota, ENTER, 3, 11:38:56
Swatantra kumar nigam, ENTER, 1, 11:39:08
Khushdev Pandit, EXIT, 3, 11:39:14
Khushdev Pandit, ENTER, 3, 11:40:05
Snehal, ENTER, 5, 11:40:06
Mohammed Kaif, ENTER, 5, 11:40:14
Khushdev Pandit, EXIT, 3, 11:40:20
Khushdev Pandit, ENTER, 1, 11:40:22
Rohan Dhar, ENTER, 5, 11:40:35
Khushdev Pandit, EXIT, 5, 11:40:38
Khushdev Pandit, ENTER, 1, 11:40:43
Rishika Jain, ENTER, 5, 11:40:45
Param Shah, ENTER, 1, 11:40:48
Vibhor Agarwal, EXIT, 1, 11:40:50
Khushdev Pandit, EXIT, 3, 11:40:56
Bharat Goyal, ENTER, 3, 11:40:58
Yuvraj Singh, ENTER, 3, 11:40:58
Kartik Gupta, EXIT, 3, 11:41:16
Yuvraj Singh, EXIT, 3, 11:41:35
Khushdev Pandit, ENTER, 1, 11:41:36
Sumit Kumar, ENTER, 1, 11:41:39
Khushdev Pandit, EXIT, 1, 11:42:08
Ayush Srivastava, EXIT, 3, 11:42:24
Manas, ENTER, 1, 11:42:51
Shraman Jain, EXIT, 1, 11:42:54
Shambhavi Sharma, ENTER, 1, 11:43:01
Ayush Srivastava, ENTER, 1, 11:43:13
Khushdev Pandit, ENTER, 5, 11:43:16
Khushdev Pandit, EXIT, 5, 11:43:18
Sahil Goyal, EXIT, 3, 11:43:20
Aditya Raj Singh, ENTER, 3, 11:43:21
Khushdev Pandit, ENTER, 3, 11:43:26
Khushdev Pandit, EXIT, 3, 11:43:52
Sumit Kumar, EXIT, 3, 11:43:59
Bhavya Jain, EXIT, 5, 11:44:04
Dhruv Mishra, EXIT, 1, 11:44:15
Khushdev Pandit, ENTER, 3, 11:44:24
Ujjwal Garg, EXIT, 1, 11:44:41
Bhavya Jain, ENTER, 1, 11:44:48
Khushdev Pandit, EXIT, 5, 11:44:50
Anuj Yadav, ENTER, 3, 11:44:54
Aditya Raj Singh, EXIT, 1, 11:44:57
Khushdev Pandit, ENTER, 3, 11:45:23
Vibhor Agarwal, ENTER, 5, 11:45:24
Khushdev Pandit, EXIT, 1, 11:45:26
Khushdev Pandit, ENTER, 3, 11:45:32
Sahil Goyal, ENTER, 3, 11:45:42
Khushdev Pandit, EXIT, 1, 11:45:44
Smiti Singhal, ENTER, 3, 11:45:55
Khushdev Pandit, ENTER, 5, 11:46:00
Dhruv Mishra, ENTER, 5, 11:46:03
Khushdev Pandit, EXIT, 3, 11:46:04
Khushdev Pandit, ENTER, 1, 11:46:41
Khushdev Pandit, EXIT, 5, 11:46:44
Smiti Singhal, EXIT, 3, 11:46:59
Khushdev Pandit, ENTER, 5, 11:47:04
Bharat Goyal, EXIT, 1, 11:47:04
Gayam Shivakanth Reddy, ENTER, 1, 11:47:08
Bharat Goyal, ENTER, 1, 11:47:19
Khushdev Pandit, EXIT, 5, 11:47:29
Bhavya Jain, EXIT, 1, 11:47:34
Khushdev Pandit, ENTER, 5, 11:47:40
Khushdev Pandit, EXIT, 1, 11:47:43
Rohan Dhar, EXIT, 1, 11:48:15
Aditya Raj Singh, ENTER, 5, 11:48:26
Vamshi Krishna Vannekala, ENTER, 5, 11:48:26
Gayam Shivakanth Reddy, EXIT, 5, 11:48:36
Swati Jha, ENTER, 5, 11:48:37
Shashank Dargar, ENTER, 1, 11:48:42
Khushdev Pandit, ENTER, 1, 11:48:46
Ujjwal Garg, ENTER, 5, 11:48:51
Rishika Jain, EXIT, 3, 11:48:56
Shashank Dargar, EXIT, 1, 11:49:03
Thanmayee Matha, ENTER, 3, 11:49:06
Thanmayee Matha, EXIT, 3, 11:49:07
Ankita Mahato, ENTER, 1, 11:49:19
Khushdev Pandit, EXIT, 1, 11:49:29
Rishabh Oberoi, EXIT, 5, 11:49:37
Param Shah, EXIT, 5, 11:49:43
Ayush Srivastava, EXIT, 5, 11:50:07
Shraman Jain, ENTER, 5, 11:50:13
Shashank Dargar, ENTER, 3, 11:50:21
Param Shah, ENTER, 3, 11:50:23
Shashank Dargar, EXIT, 3, 11:50:41
Rishika Jain, ENTER, 5, 11:50:45
Khushdev Pandit, ENTER, 1, 11:50:47
Vibhor Agarwal, EXIT, 5, 11:51:04
Rohan Dhar, ENTER, 5, 11:51:05
Shashank Dargar, ENTER, 1, 11:51:12
Dhruv Mishra, EXIT, 1, 11:51:20
Rishika Jain, EXIT, 1, 11:51:35
Thanmayee Matha, ENTER, 5, 11:51:40
Karan Baboota, EXIT, 5, 11:51:48
Bhavya Jain, ENTER, 5, 11:51:51
Sahil Goyal, EXIT, 5, 11:51:59
Karan Baboota, ENTER, 5, 11:52:07
Khushdev Pandit, EXIT, 3, 11:52:09
Sushil Kumar, EXIT, 1, 11:52:23
Bhavya Jain, EXIT, 1, 11:52:27
Khushdev Pandit, ENTER, 1, 11:52:33
Khushdev Pandit, EXIT, 5, 11:52:35
Bharat Goyal, EXIT, 1, 11:52:47
Bharat Goyal, ENTER, 1, 11:52:55
Anuj Yadav, EXIT, 5, 11:52:55
Khushdev Pandit, ENTER, 3, 11:53:16
Vibhor Agarwal, ENTER, 1, 11:53:22
Sahil Goyal, ENTER, 3, 11:53:28
Ankita Mahato, EXIT, 1, 11:53:34
Khushdev Pandit, EXIT, 3, 11:53:35
Rishika Jain, ENTER, 3, 11:53:38
Khushdev Pandit, ENTER, 5, 11:53:39
Khushdev Pandit, EXIT, 5, 11:53:56
Khushdev Pandit, ENTER, 1, 11:53:59
Dhruv Mishra, ENTER, 1, 11:54:01
Khushdev Pandit, EXIT, 5, 11:54:35
Rohan Dhar, EXIT, 5, 11:54:41
Vamshi Krishna Vannekala, EXIT, 1, 11:54:50
Khushdev Pandit, ENTER, 1, 11:54:54
Dhruv Mishra, EXIT, 3, 11:54:54
Khushdev Pandit, EXIT, 1, 11:55:03
Param Shah, EXIT, 3, 11:55:09
Sahil Goyal, EXIT, 1, 11:55:10
Khushdev Pandit, ENTER, 1, 11:55:12
Bhavya Jain, ENTER, 3, 11:55:17
Anuj Yadav, ENTER, 5, 11:55:30
Karan Baboota, EXIT, 5, 11:55:35
Gayam Shivakanth Reddy, ENTER, 5, 11:55:39
Aryan Chaudhary, ENTER, 3, 11:55:40
Khushdev Pandit, EXIT, 3, 11:55:44
Khushdev Pandit, ENTER, 5, 11:55:49
Khushdev Pandit, EXIT, 1, 11:56:20
Khushdev Pandit, ENTER, 5, 11:57:07
Bharat Goyal, EXIT, 1, 11:57:13
Manav Saini, EXIT, 5, 11:57:33
Aryan Chaudhary, EXIT, 5, 11:57:48
Shashank Dargar, EXIT, 1, 11:57:50
Khushdev Pandit, EXIT, 3, 11:57:51
Gayam Shivakanth Reddy, EXIT, 1, 11:57:54
Manas, EXIT, 3, 11:57:57
Rishika Jain, EXIT, 5, 11:58:25
Vibhor Agarwal, EXIT, 1, 11:58:30
Param Shah, ENTER, 1, 11:58:35
Manas, ENTER, 5, 11:58:42
Khushdev Pandit, ENTER, 5, 11:58:52
Manas, EXIT, 1, 11:58:54
Dhruv Mishra, ENTER, 5, 11:58:59
Mohammed Kaif, EXIT, 1, 11:59:08
Thanmayee Matha, EXIT, 1, 11:59:16
Sushil Kumar, ENTER, 3, 11:59:23
Manas, ENTER, 5, 11:59:37
Khushdev Pandit, EXIT, 3, 11:59:59
Anuj Yadav, EXIT, 5, 12:00:02
Khushdev Pandit, ENTER, 3, 12:00:03
Snehal, EXIT, 3, 12:00:09
Vamshi Krishna Vannekala, ENTER, 3, 12:00:09
Khushdev Pandit, EXIT, 5, 12:00:15
Khushdev Pandit, ENTER, 3, 12:00:32
Ujjwal Garg, EXIT, 1, 12:00:35
Dhruv Mishra, EXIT, 3, 12:00:39
Manav Saini, ENTER, 5, 12:00:57
Ujjwal Garg, ENTER, 5, 12:00:57
Khushdev Pandit, EXIT, 1, 12:01:04
Swaib Ilias Mazumder, EXIT, 5, 12:01:06
Swati Jha, EXIT, 5, 12:01:12
Vibhor Agarwal, ENTER, 5, 12:01:21
Thakkar Divyakumar Rameshbhai, EXIT, 5, 12:01:26
Khushdev Pandit, ENTER, 1, 12:01:32
Swaib Ilias Mazumder, ENTER, 3, 12:01:32
Manas, EXIT, 3, 12:01:44
Karan Baboota, ENTER, 3, 12:01:49
Rohan Dhar, ENTER, 5, 12:01:51
Ayush Srivastava, ENTER, 5, 12:01:59
Vamshi Krishna Vannekala, EXIT, 3, 12:02:01
Bharat Goyal, ENTER, 3, 12:02:09
Rishabh Oberoi, ENTER, 5, 12:02:22
Ayush Srivastava, EXIT, 5, 12:02:43
Vibhor Agarwal, EXIT, 1, 12:02:43
Bharat Goyal, EXIT, 1, 12:02:45
Khushdev Pandit, EXIT, 3, 12:02:48
Manav Saini, EXIT, 1, 12:03:07
Khushdev Pandit, ENTER, 1, 12:03:12
Thakkar Divyakumar Rameshbhai, ENTER, 5, 12:03:15
Anuj Yadav, ENTER, 3, 12:03:15
Yuvraj Singh, ENTER, 3, 12:03:58
Sushil Kumar, EXIT, 5, 12:04:14
Khushdev Pandit, EXIT, 1, 12:04:42
Khushdev Pandit, ENTER, 5, 12:04:46
Snehal, ENTER, 5, 12:04:52
Anuj Yadav, EXIT, 1, 12:05:01
Manas, ENTER, 5, 12:05:15
Ayush Srivastava, ENTER, 5, 12:05:16
Khushdev Pandit, EXIT, 5, 12:05:22
Bharat Goyal, ENTER, 5, 12:05:31
Ayush Srivastava, EXIT, 5, 12:05:36
Mohammed Kaif, ENTER, 5, 12:05:40
Vibhor Agarwal, ENTER, 3, 12:05:42
Sahil Goyal, ENTER, 5, 12:05:47
Khushdev Pandit, ENTER, 1, 12:06:06
Ayush Srivastava, ENTER, 3, 12:06:10
Khushdev Pandit, EXIT, 3, 12:06:12
Manav Saini, ENTER, 1, 12:06:16
Ankita Mahato, ENTER, 3, 12:06:35
Khushdev Pandit, ENTER, 1, 12:06:43
Khushdev Pandit, EXIT, 1, 12:06:56
Khushdev Pandit, ENTER, 3, 12:07:02
Khushdev Pandit, EXIT, 1, 12:07:05
Ayush Srivastava, EXIT, 1, 12:07:17
Gayam Shivakanth Reddy, ENTER, 3, 12:07:19
Khushdev Pandit, ENTER, 3, 12:07:24
Kartik Gupta, ENTER, 1, 12:07:55
Khushdev Pandit, EXIT, 5, 12:08:05
Aryan Chaudhary, ENTER, 5, 12:08:10
Bhavya Jain, EXIT, 3, 12:08:11
Shambhavi Sharma, EXIT, 1, 12:08:20
Khushdev Pandit, ENTER, 3, 12:08:22
Khushdev Pandit, EXIT, 3, 12:08:23
Khushdev Pandit, ENTER, 3, 12:08:28
Smiti Singhal, ENTER, 3, 12:08:30
Ayush Srivastava, ENTER, 5, 12:08:30
Shashank Dargar, ENTER, 5, 12:08:35
Smiti Singhal, EXIT, 1, 12:08:48
Vamshi Krishna Vannekala, ENTER, 1, 12:08:51
Rishika Jain, ENTER, 5, 12:08:55
Shraman Jain, EXIT, 5, 12:08:56
Aditya Raj Singh, EXIT, 1, 12:09:14
Ayush Srivastava, EXIT, 1, 12:09:24
Khushdev Pandit, EXIT, 1, 12:09:28
Gayam Shivakanth Reddy, EXIT, 3, 12:09:36
Swati Jha, ENTER, 1, 12:09:38
Khushdev Pandit, ENTER, 5, 12:09:45
Anuj Yadav, ENTER, 1, 12:09:57
Rohan Dhar, EXIT, 3, 12:10:05
Khushdev Pandit, EXIT, 5, 12:10:23
Rishika Jain, EXIT, 3, 12:10:31
Yuvraj Singh, EXIT, 3, 12:10:40
Khushdev Pandit, ENTER, 3, 12:10:49
Surbhi Goyal, EXIT, 5, 12:10:53
Khushdev Pandit, EXIT, 5, 12:11:05
Yuvraj Singh, ENTER, 3, 12:11:16
Khushdev Pandit, ENTER, 3, 12:11:38
Kartik Gupta, EXIT, 1, 12:11:39
Swatantra kumar nigam, EXIT, 1, 12:11:41
Thanmayee Matha, ENTER, 3, 12:11:50
Khushdev Pandit, EXIT, 1, 12:11:51
Khushdev Pandit, ENTER, 1, 12:11:53
Bhavya Jain, ENTER, 5, 12:12:04
Shraman Jain, ENTER, 1, 12:12:05
Rishika Jain, ENTER, 5, 12:12:06
Manas, EXIT, 5, 12:12:07
Rohan Dhar, ENTER, 3, 12:12:08
Smiti Singhal, ENTER, 1, 12:12:18
Khushdev Pandit, EXIT, 5, 12:12:21
Sumit Kumar, ENTER, 1, 12:12:25
Gayam Shivakanth Reddy, ENTER, 3, 12:12:30
Ujjwal Garg, EXIT, 5, 12:12:33
Thakkar Divyakumar Rameshbhai, EXIT, 1, 12:12:45
Yuvraj Singh, EXIT, 5, 12:12:46
Snehal, EXIT, 5, 12:12:48
Shambhavi Sharma, ENTER, 1, 12:13:01
Khushdev Pandit, ENTER, 5, 12:13:05
Swatantra kumar nigam, ENTER, 3, 12:13:05
Bhavya Jain, EXIT, 1, 12:13:07
Karan Baboota, EXIT, 3, 12:13:25
Vibhor Agarwal, EXIT, 5, 12:13:30
Khushdev Pandit, EXIT, 1, 12:13:36
Kartik Gupta, ENTER, 5, 12:13:44
Sushil Kumar, ENTER, 1, 12:13:53
Vibhor Agarwal, ENTER, 5, 12:14:08
Ujjwal Garg, ENTER, 3, 12:15:04
Khushdev Pandit, ENTER, 5, 12:15:11
Khushdev Pandit, EXIT, 5, 12:15:14
Sahil Goyal, EXIT, 3, 12:15:28
Manav Saini, EXIT, 5, 12:15:36
Thakkar Divyakumar Rameshbhai, ENTER, 3, 12:15:36
Khushdev Pandit, ENTER, 5, 12:15:39
Anuj Yadav, EXIT, 3, 12:16:08
Vibhor Agarwal, EXIT, 3, 12:16:21
Thanmayee Matha, EXIT, 5, 12:16:26
Karan Baboota, ENTER, 3, 12:16:32
Kartik Gupta, EXIT, 3, 12:16:35
Swaib Ilias Mazumder, EXIT, 3, 12:16:37
Ankita Mahato, EXIT, 5, 12:16:39
Khushdev Pandit, EXIT, 3, 12:16:40
Bharat Goyal, EXIT, 5, 12:16:47
Anuj Yadav, ENTER, 5, 12:16:56
Ankita Mahato, ENTER, 3, 12:17:19
Dhruv Mishra, ENTER, 5, 12:17:19
Khushdev Pandit, ENTER, 1, 12:17:27
Khushdev Pandit, EXIT, 5, 12:17:32
Karan Baboota, EXIT, 3, 12:17:39
Smiti Singhal, EXIT, 3, 12:17:40
Yuvraj Singh, ENTER, 3, 12:17:40
Swaib Ilias Mazumder, ENTER, 5, 12:17:43
Khushdev Pandit, ENTER, 5, 12:17:52
Yuvraj Singh, EXIT, 5, 12:17:53
Khushdev Pandit, EXIT, 1, 12:17:59
Khushdev Pandit, ENTER, 3, 12:18:07
Vamshi Krishna Vannekala, EXIT, 1, 12:18:07
Bharat Goyal, ENTER, 1, 12:18:25
Manas, ENTER, 1, 12:18:43
Khushdev Pandit, EXIT, 1, 12:18:44
Swati Jha, EXIT, 5, 12:18:51
Sumit Kumar, EXIT, 3, 12:18:53
Ayush Srivastava, ENTER, 5, 12:19:17
Khushdev Pandit, ENTER, 5, 12:19:22
Khushdev Pandit, EXIT, 1, 12:19:37
Manas, EXIT, 5, 12:19:37
Swatantra kumar nigam, EXIT, 3, 12:19:56
Ayush Srivastava, EXIT, 1, 12:20:07
Yuvraj Singh, ENTER, 3, 12:20:13
Khushdev Pandit, ENTER, 3, 12:20:23
Sumit Kumar, ENTER, 3, 12:20:33
Shambhavi Sharma, EXIT, 1, 12:20:33
Aryan Chaudhary, EXIT, 5, 12:20:36
Kartik Gupta, ENTER, 3, 12:20:38
Ankita Mahato, EXIT, 1, 12:20:47
Khushdev Pandit, EXIT, 1, 12:20:52
Ujjwal Garg, EXIT, 3, 12:20:54
Thanmayee Matha, ENTER, 5, 12:20:58
Khushdev Pandit, ENTER, 3, 12:21:09
Karan Baboota, ENTER, 1, 12:21:20
Thakkar Divyakumar Rameshbhai, EXIT, 1, 12:21:20
Anuj Yadav, EXIT, 1, 12:21:21
Sumit Kumar, EXIT, 5, 12:21:27
Aryan Chaudhary, ENTER, 5, 12:21:44
Swatantra kumar nigam, ENTER, 1, 12:21:51
Vamshi Krishna Vannekala, ENTER, 1, 12:21:54
Anuj Yadav, ENTER, 1, 12:21:58
Rohan Dhar, EXIT, 1, 12:22:30
Rishika Jain, EXIT, 3, 12:22:35
Rishika Jain, ENTER, 1, 12:22:36
Dhruv Mishra, EXIT, 3, 12:22:37
Bharat Goyal, EXIT, 3, 12:22:41
Khushdev Pandit, EXIT, 5, 12:22:56
Khushdev Pandit, ENTER, 5, 12:23:18
Karan Baboota, EXIT, 3, 12:23:18
Khushdev Pandit, EXIT, 1, 12:23:35
Ujjwal Garg, ENTER, 1, 12:23:37
Snehal, ENTER, 3, 12:23:40
Karan Baboota, ENTER, 1, 12:23:40
Khushdev Pandit, ENTER, 3, 12:23:56
Swaib Ilias Mazumder, EXIT, 1, 12:23:59
Thakkar Divyakumar Rameshbhai, ENTER, 1, 12:24:10
Khushdev Pandit, EXIT, 1, 12:24:34
Dhruv Mishra, ENTER, 1, 12:24:35
Khushdev Pandit, ENTER, 3, 12:24:42
Khushdev Pandit, EXIT, 1, 12:24:50
Ujjwal Garg, EXIT, 1, 12:24:52
Rishabh Oberoi, EXIT, 5, 12:24:58
Khushdev Pandit, ENTER, 3, 12:25:11
Khushdev Pandit, EXIT, 5, 12:25:12
Khushdev Pandit, ENTER, 3, 12:25:12
Snehal, EXIT, 1, 12:25:17
Param Shah, EXIT, 3, 12:25:19
Khushdev Pandit, EXIT, 3, 12:25:25
Swati Jha, ENTER, 3, 12:25:33
Anuj Yadav, EXIT, 3, 12:25:41
Khushdev Pandit, ENTER, 5, 12:25:56
Khushdev Pandit, EXIT, 1, 12:26:02
Gayam Shivakanth Reddy, EXIT, 5, 12:26:05
Khushdev Pandit, ENTER, 3, 12:26:12
Sahil Goyal, ENTER, 1, 12:26:16
Snehal, ENTER, 3, 12:26:17
Manav Saini, ENTER, 1, 12:26:19
Smiti Singhal, ENTER, 1, 12:26:36
Thanmayee Matha, EXIT, 1, 12:26:37
Manav Saini, EXIT, 5, 12:26:39
Shambhavi Sharma, ENTER, 5, 12:26:52
Khushdev Pandit, EXIT, 3, 12:27:21
Manav Saini, ENTER, 3, 12:27:26
Yuvraj Singh, EXIT, 1, 12:27:32
Swaib Ilias Mazumder, ENTER, 5, 12:27:34
Sushil Kumar, EXIT, 5, 12:27:35
Khushdev Pandit, ENTER, 1, 12:27:39
Ankita Mahato, ENTER, 3, 12:27:41
Sushil Kumar, ENTER, 3, 12:27:45
Khushdev Pandit, EXIT, 1, 12:27:59
Khushdev Pandit, ENTER, 5, 12:28:02
Khushdev Pandit, EXIT, 1, 12:28:04
Rohan Dhar, ENTER, 1, 12:28:05
Shambhavi Sharma, EXIT, 5, 12:28:09
Ayush Srivastava, ENTER, 3, 12:28:16
Aditya Raj Singh, ENTER, 5, 12:28:18
Khushdev Pandit, ENTER, 5, 12:28:40
Vamshi Krishna Vannekala, EXIT, 1, 12:28:51
Dhruv Mishra, EXIT, 5, 12:29:02
Ayush Srivastava, EXIT, 5, 12:29:06
Rohan Dhar, EXIT, 1, 12:29:24
Ankita Mahato, EXIT, 5, 12:29:26
Smiti Singhal, EXIT, 1, 12:29:26
Rishabh Oberoi, ENTER, 1, 12:29:30
Gayam Shivakanth Reddy, ENTER, 5, 12:29:36
Rishabh Oberoi, EXIT, 1, 12:29:40
Rohan Dhar, ENTER, 3, 12:29:42
Khushdev Pandit, EXIT, 3, 12:29:48
Shraman Jain, EXIT, 5, 12:29:49
Khushdev Pandit, ENTER, 3, 12:30:08
Sahil Goyal, EXIT, 1, 12:30:17
Shraman Jain, ENTER, 5, 12:30:17
Khushdev Pandit, EXIT, 1, 12:30:24
Bhavya Jain, ENTER, 5, 12:30:34
Ankita Mahato, ENTER, 1, 12:30:40
Ayush Srivastava, ENTER, 3, 12:30:45
Surbhi Goyal, ENTER, 5, 12:31:07
Khushdev Pandit, ENTER, 1, 12:31:15
Kartik Gupta, EXIT, 5, 12:31:23
Khushdev Pandit, EXIT, 1, 12:31:31
Dhruv Mishra, ENTER, 5, 12:31:35
Thanmayee Matha, ENTER, 1, 12:31:45
Shambhavi Sharma, ENTER, 5, 12:32:04
Khushdev Pandit, ENTER, 5, 12:32:17
Khushdev Pandit, EXIT, 5, 12:32:18
Kartik Gupta, ENTER, 1, 12:32:28
Khushdev Pandit, ENTER, 5, 12:32:59
Thanmayee Matha, EXIT, 5, 12:33:40
Ujjwal Garg, ENTER, 5, 12:33:45
Khushdev Pandit, EXIT, 1, 12:33:53
Anuj Yadav, ENTER, 3, 12:33:55
Rohan Dhar, EXIT, 1, 12:33:56
Shraman Jain, EXIT, 5, 12:34:11
Swaib Ilias Mazumder, EXIT, 1, 12:34:18
Dhruv Mishra, EXIT, 5, 12:34:38
Rohan Dhar, ENTER, 5, 12:35:06
Khushdev Pandit, ENTER, 5, 12:35:55
Khushdev Pandit, EXIT, 3, 12:36:01
Bhavya Jain, EXIT, 3, 12:36:08
Khushdev Pandit, ENTER, 3, 12:36:10
Bharat Goyal, ENTER, 3, 12:36:11
Khushdev Pandit, EXIT, 1, 12:36:33
Shashank Dargar, EXIT, 5, 12:36:38
Swatantra kumar nigam, EXIT, 3, 12:36:41
Khushdev Pandit, ENTER, 5, 12:36:45
Swatantra kumar nigam, ENTER, 3, 12:37:05
Khushdev Pandit, EXIT, 1, 12:37:08
Khushdev Pandit, ENTER, 5, 12:37:27
Thakkar Divyakumar Rameshbhai, EXIT, 1, 12:37:30
Shashank Dargar, ENTER, 3, 12:37:40
Sahil Goyal, ENTER, 3, 12:37:41
Thakkar Divyakumar Rameshbhai, ENTER, 1, 12:37:51
Khushdev Pandit, EXIT, 3, 12:37:58
Param Shah, ENTER, 5, 12:38:25
Shambhavi Sharma, EXIT, 1, 12:38:32
Vamshi Krishna Vannekala, ENTER, 1, 12:38:42
Khushdev Pandit, ENTER, 3, 12:38:59
Khushdev Pandit, EXIT, 3, 12:39:03
Smiti Singhal, ENTER, 3, 12:39:06
Gayam Shivakanth Reddy, EXIT, 3, 12:39:13
Shraman Jain, ENTER, 3, 12:39:25
Khushdev Pandit, ENTER, 5, 12:39:26
Khushdev Pandit, EXIT, 5, 12:39:58
Thanmayee Matha, ENTER, 5, 12:39:59
Bhavya Jain, ENTER, 5, 12:40:05
Khushdev Pandit, ENTER, 3, 12:40:23
Gayam Shivakanth Reddy, ENTER, 1, 12:40:25
Khushdev Pandit, EXIT, 3, 12:40:26
Surbhi Goyal, EXIT, 5, 12:40:57
Shambhavi Sharma, ENTER, 5, 12:41:04
Sumit Kumar, ENTER, 3, 12:41:17
Shambhavi Sharma, EXIT, 3, 12:41:22
Khushdev Pandit, ENTER, 3, 12:41:31
Khushdev Pandit, EXIT, 1, 12:41:35
Swatantra kumar nigam, EXIT, 1, 12:41:43
Gayam Shivakanth Reddy, EXIT, 1, 12:41:47
Manas, ENTER, 3, 12:42:00
Shambhavi Sharma, ENTER, 1, 12:42:25
Shashank Dargar, EXIT, 5, 12:42:27
Gayam Shivakanth Reddy, ENTER, 1, 12:42:32
Aditya Raj Singh, EXIT, 5, 12:42:45
Khushdev Pandit, ENTER, 5, 12:42:47
Ayush Srivastava, EXIT, 3, 12:42:56
Bharat Goyal, EXIT, 1, 12:43:13
Anuj Yadav, EXIT, 5, 12:43:13
Khushdev Pandit, EXIT, 3, 12:43:17
Sumit Kumar, EXIT, 5, 12:43:29
Rohan Dhar, EXIT, 5, 12:43:37
Khushdev Pandit, ENTER, 3, 12:43:40
Rohan Dhar, ENTER, 3, 12:43:43
Khushdev Pandit, EXIT, 5, 12:43:54
Aryan Chaudhary, EXIT, 5, 12:43:54
Shraman Jain, EXIT, 1, 12:44:09
Anuj Yadav, ENTER, 3, 12:44:17
Surbhi Goyal, ENTER, 5, 12:44:27
Shashank Dargar, ENTER, 5, 12:44:40
Khushdev Pandit, ENTER, 1, 12:44:52
Khushdev Pandit, EXIT, 1, 12:45:32
Sushil Kumar, EXIT, 1, 12:45:40
Khushdev Pandit, ENTER, 5, 12:45:41
Aryan Chaudhary, ENTER, 5, 12:45:42
Sushil Kumar, ENTER, 1, 12:45:53
Khushdev Pandit, EXIT, 5, 12:45:54
Khushdev Pandit, ENTER, 3, 12:46:02
Khushdev Pandit, EXIT, 5, 12:46:14
Yuvraj Singh, ENTER, 1, 12:46:30
Khushdev Pandit, ENTER, 1, 12:46:36
Aditya Raj Singh, ENTER, 5, 12:46:43
Sahil Goyal, EXIT, 5, 12:46:49
Ujjwal Garg, EXIT, 5, 12:47:21
Snehal, EXIT, 3, 12:47:31
Swatantra kumar nigam, ENTER, 5, 12:47:56
Khushdev Pandit, EXIT, 1, 12:48:04
Khushdev Pandit, ENTER, 3, 12:48:20
Khushdev Pandit, EXIT, 5, 12:48:25
Manas, EXIT, 3, 12:48:32
Khushdev Pandit, ENTER, 5, 12:48:37
Khushdev Pandit, EXIT, 1, 12:48:53
Kartik Gupta, EXIT, 5, 12:49:18
Smiti Singhal, EXIT, 1, 12:49:23
Anuj Yadav, EXIT, 3, 12:49:32
Khushdev Pandit, ENTER, 1, 12:49:37
Aditya Raj Singh, EXIT, 3, 12:49:41
Shambhavi Sharma, EXIT, 3, 12:49:44
Ayush Srivastava, ENTER, 5, 12:49:46
Yuvraj Singh, EXIT, 1, 12:50:08
Khushdev Pandit, EXIT, 3, 12:50:09
Bharat Goyal, ENTER, 1, 12:50:23
Khushdev Pandit, ENTER, 1, 12:50:28
Snehal, ENTER, 1, 12:50:43
Swati Jha, EXIT, 3, 12:50:51
Rishika Jain, EXIT, 5, 12:51:00
Vibhor Agarwal, ENTER, 1, 12:52:05
Rishabh Oberoi, ENTER, 5, 12:52:36
Dhruv Mishra, ENTER, 1, 12:52:51
Khushdev Pandit, EXIT, 3, 12:52:53
Khushdev Pandit, ENTER, 5, 12:52:59
Gayam Shivakanth Reddy, EXIT, 3, 12:52:59
Swatantra kumar nigam, EXIT, 1, 12:53:02
Vibhor Agarwal, EXIT, 3, 12:53:04
Aditya Raj Singh, ENTER, 5, 12:53:22
Bhavya Jain, EXIT, 5, 12:53:40
Khushdev Pandit, EXIT, 3, 12:53:44
Khushdev Pandit, ENTER, 3, 12:53:56
Sumit Kumar, ENTER, 3, 12:53:58
Dhruv Mishra, EXIT, 3, 12:54:08
Ujjwal Garg, ENTER, 3, 12:54:23
Swatantra kumar nigam, ENTER, 1, 12:54:25
Khushdev Pandit, EXIT, 3, 12:54:26
Swati Jha, ENTER, 1, 12:54:26
Khushdev Pandit, ENTER, 1, 12:54:29
Anuj Yadav, ENTER, 3, 12:54:39
Vamshi Krishna Vannekala, EXIT, 1, 12:54:50
